id_venta,fecha,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago,cliente_tipo,canal_venta,provincia,cluster
460,2024-03-10,Bandeja de madera,Hogar,4,21.22,84.88,Efectivo,Nuevo,Instagram,Pichincha,0
461,2024-01-26,Tabla de cortar,Cocina,4,10.49,41.96,Tarjeta,Nuevo,WhatsApp,Cotopaxi,1
462,2024-12-14,Porta vasos,Hogar,1,10.55,10.55,Efectivo,Nuevo,WhatsApp,Chimborazo,1
463,2024-10-27,Decoración de pared,Decoración,4,18.92,75.68,Tarjeta,Frecuente,Instagram,Cotopaxi,0
464,2024-05-25,Organizador de escritorio,Hogar,1,18.14,18.14,Efectivo,Frecuente,Tienda física,Pichincha,0
465,2024-04-23,Decoración de pared,Decoración,2,25.6,51.2,Transferencia,Nuevo,WhatsApp,Azuay,0
466,2024-08-30,Porta vasos,Hogar,1,10.62,10.62,Transferencia,Nuevo,Tienda física,Pichincha,1
467,2024-12-30,Bandeja de madera,Hogar,3,19.91,59.73,Tarjeta,Frecuente,Facebook Marketplace,Cotopaxi,0
468,2024-06-03,Porta vasos,Hogar,4,8.27,33.08,Pago móvil,Nuevo,Tienda física,Guayas,2
469,2024-10-14,Organizador de escritorio,Hogar,3,19.63,58.89,Tarjeta,Frecuente,Tienda física,Chimborazo,0
470,2024-11-23,Tabla de cortar,Cocina,3,11.36,34.08,Tarjeta,Frecuente,WhatsApp,Azuay,1
471,2024-04-06,Organizador de escritorio,Hogar,3,19.47,58.41,Transferencia,Nuevo,Tienda física,Guayas,0
472,2024-01-14,Porta vasos,Hogar,2,11.94,23.88,Pago móvil,Frecuente,WhatsApp,Chimborazo,1
473,2024-10-25,Porta vasos,Hogar,1,9.49,9.49,Transferencia,Frecuente,Instagram,Azuay,2
474,2024-12-09,Decoración de pared,Decoración,4,22.77,91.08,Tarjeta,Frecuente,Instagram,Azuay,0
475,2024-08-29,Decoración de pared,Decoración,1,13.62,13.62,Transferencia,Frecuente,Instagram,Azuay,1
476,2024-06-30,Bandeja de madera,Hogar,2,20.51,41.02,Transferencia,Frecuente,Facebook Marketplace,Cotopaxi,0
477,2024-08-25,Bandeja de madera,Hogar,3,15.39,46.17,Efectivo,Frecuente,Tienda física,Azuay,1
478,2024-02-06,Decoración de pared,Decoración,5,21.61,108.05,Pago móvil,Nuevo,Tienda física,Azuay,0
479,2024-01-28,Porta vasos,Hogar,4,10.77,43.08,Transferencia,Nuevo,Instagram,Cotopaxi,1
480,2024-03-14,Porta vasos,Hogar,4,14.88,59.52,Tarjeta,Nuevo,Tienda física,Chimborazo,1
481,2024-06-09,Bandeja de madera,Hogar,2,20.2,40.4,Efectivo,Nuevo,Facebook Marketplace,Cotopaxi,0
482,2024-10-22,Cuchara de madera,Cocina,2,6.81,13.62,Transferencia,Frecuente,Tienda física,Pichincha,2
483,2024-07-25,Decoración de pared,Decoración,4,18.67,74.68,Pago móvil,Frecuente,Facebook Marketplace,Tungurahua,0
484,2024-01-08,Tabla de cortar,Cocina,3,13.34,40.02,Tarjeta,Nuevo,Tienda física,Azuay,1
485,2024-04-25,Tabla de cortar,Cocina,2,14.27,28.54,Tarjeta,Frecuente,Instagram,Tungurahua,1
486,2024-03-26,Porta vasos,Hogar,3,10.53,31.59,Efectivo,Nuevo,WhatsApp,Cotopaxi,1
487,2024-09-25,Porta vasos,Hogar,5,12.55,62.75,Tarjeta,Frecuente,Instagram,Cotopaxi,1
488,2024-03-25,Porta vasos,Hogar,2,9.23,18.46,Pago móvil,Nuevo,Instagram,Pichincha,2
489,2024-01-12,Organizador de escritorio,Hogar,2,19.83,39.66,Transferencia,Nuevo,WhatsApp,Azuay,0
490,2024-11-23,Organizador de escritorio,Hogar,4,17.71,70.84,Tarjeta,Nuevo,Tienda física,Azuay,0
491,2024-01-25,Tabla de cortar,Cocina,1,14.54,14.54,Efectivo,Frecuente,Facebook Marketplace,Chimborazo,1
492,2024-12-25,Tabla de cortar,Cocina,4,13.47,53.88,Transferencia,Nuevo,Tienda física,Cotopaxi,1
493,2024-05-18,Porta vasos,Hogar,5,11.95,59.75,Transferencia,Frecuente,Tienda física,Guayas,1
494,2024-02-28,Organizador de escritorio,Hogar,3,15.79,47.37,Efectivo,Frecuente,Instagram,Guayas,1
495,2024-04-13,Cuchara de madera,Cocina,5,6.89,34.45,Tarjeta,Frecuente,WhatsApp,Pichincha,2
496,2024-12-18,Tabla de cortar,Cocina,2,13.48,26.96,Pago móvil,Frecuente,Instagram,Tungurahua,1
497,2024-10-20,Tabla de cortar,Cocina,1,14.72,14.72,Pago móvil,Nuevo,Tienda física,Guayas,1
498,2024-05-11,Tabla de cortar,Cocina,1,15.24,15.24,Transferencia,Frecuente,WhatsApp,Cotopaxi,1
499,2024-01-21,Porta vasos,Hogar,2,6.45,12.9,Tarjeta,Frecuente,WhatsApp,Chimborazo,2
500,2024-01-05,Organizador de escritorio,Hogar,1,10.27,10.27,Transferencia,Nuevo,WhatsApp,Cotopaxi,1
501,2024-02-17,Porta vasos,Hogar,3,14.6,43.8,Tarjeta,Frecuente,Instagram,Tungurahua,1
502,2024-05-19,Porta vasos,Hogar,4,9.6,38.4,Pago móvil,Frecuente,Facebook Marketplace,Azuay,2
503,2024-03-22,Cuchara de madera,Cocina,1,3.57,3.57,Efectivo,Frecuente,Facebook Marketplace,Guayas,2
504,2024-07-13,Organizador de escritorio,Hogar,5,13.82,69.1,Tarjeta,Nuevo,Instagram,Chimborazo,1
505,2024-08-13,Porta vasos,Hogar,4,7.02,28.08,Efectivo,Nuevo,WhatsApp,Azuay,2
506,2024-10-22,Bandeja de madera,Hogar,5,12.16,60.8,Transferencia,Frecuente,Tienda física,Chimborazo,1
507,2024-06-26,Organizador de escritorio,Hogar,4,16.99,67.96,Pago móvil,Nuevo,Tienda física,Tungurahua,1
508,2024-08-28,Organizador de escritorio,Hogar,5,19.28,96.4,Pago móvil,Nuevo,Tienda física,Chimborazo,0
509,2024-01-26,Bandeja de madera,Hogar,3,15.13,45.39,Transferencia,Frecuente,Facebook Marketplace,Pichincha,1
510,2024-08-17,Tabla de cortar,Cocina,5,12.59,62.95,Efectivo,Frecuente,Facebook Marketplace,Cotopaxi,1
511,2024-02-22,Tabla de cortar,Cocina,1,17.81,17.81,Pago móvil,Frecuente,Tienda física,Guayas,0
512,2024-11-05,Decoración de pared,Decoración,1,10.0,10.0,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,2
513,2024-08-20,Bandeja de madera,Hogar,2,22.73,45.46,Tarjeta,Frecuente,WhatsApp,Azuay,0
514,2024-01-02,Porta vasos,Hogar,2,7.03,14.06,Tarjeta,Frecuente,WhatsApp,Guayas,2
515,2024-01-24,Decoración de pared,Decoración,1,17.48,17.48,Transferencia,Frecuente,Instagram,Azuay,0
516,2024-05-10,Organizador de escritorio,Hogar,1,16.94,16.94,Transferencia,Nuevo,Tienda física,Chimborazo,1
517,2024-06-22,Cuchara de madera,Cocina,2,5.29,10.58,Efectivo,Frecuente,Tienda física,Azuay,2
518,2024-08-22,Organizador de escritorio,Hogar,4,15.48,61.92,Transferencia,Frecuente,Tienda física,Guayas,1
519,2024-10-26,Organizador de escritorio,Hogar,4,9.53,38.12,Pago móvil,Nuevo,Instagram,Azuay,2
520,2024-11-06,Cuchara de madera,Cocina,5,3.52,17.6,Tarjeta,Frecuente,Facebook Marketplace,Guayas,2
521,2024-07-22,Organizador de escritorio,Hogar,3,17.39,52.17,Tarjeta,Frecuente,Facebook Marketplace,Pichincha,1
522,2024-06-02,Cuchara de madera,Cocina,5,5.06,25.3,Tarjeta,Nuevo,Instagram,Pichincha,2
523,2024-12-10,Decoración de pared,Decoración,3,24.29,72.87,Transferencia,Nuevo,WhatsApp,Azuay,0
524,2024-09-02,Tabla de cortar,Cocina,5,15.61,78.05,Pago móvil,Frecuente,Facebook Marketplace,Tungurahua,1
525,2024-03-15,Decoración de pared,Decoración,4,12.13,48.52,Efectivo,Nuevo,Instagram,Cotopaxi,1
526,2024-03-15,Cuchara de madera,Cocina,3,7.92,23.76,Efectivo,Frecuente,Instagram,Guayas,2
527,2024-02-22,Tabla de cortar,Cocina,4,11.59,46.36,Transferencia,Frecuente,Instagram,Guayas,1
528,2024-07-14,Organizador de escritorio,Hogar,1,12.16,12.16,Pago móvil,Frecuente,WhatsApp,Guayas,1
529,2024-04-13,Tabla de cortar,Cocina,3,8.13,24.39,Pago móvil,Nuevo,WhatsApp,Guayas,2
530,2024-04-09,Decoración de pared,Decoración,2,24.77,49.54,Tarjeta,Frecuente,Instagram,Azuay,0
531,2024-09-20,Tabla de cortar,Cocina,2,9.87,19.74,Efectivo,Frecuente,Tienda física,Chimborazo,2
532,2024-03-23,Bandeja de madera,Hogar,2,19.24,38.48,Tarjeta,Nuevo,WhatsApp,Chimborazo,0
533,2024-03-19,Organizador de escritorio,Hogar,1,19.31,19.31,Tarjeta,Nuevo,WhatsApp,Chimborazo,0
534,2024-12-28,Decoración de pared,Decoración,1,21.0,21.0,Tarjeta,Nuevo,Instagram,Guayas,0
535,2024-07-31,Tabla de cortar,Cocina,2,15.86,31.72,Pago móvil,Nuevo,WhatsApp,Pichincha,1
536,2024-07-03,Cuchara de madera,Cocina,3,6.32,18.96,Tarjeta,Nuevo,Facebook Marketplace,Guayas,2
537,2024-08-16,Organizador de escritorio,Hogar,3,9.1,27.3,Transferencia,Nuevo,Tienda física,Azuay,2
538,2024-07-16,Bandeja de madera,Hogar,1,16.96,16.96,Tarjeta,Frecuente,Tienda física,Guayas,1
539,2024-08-16,Bandeja de madera,Hogar,5,18.69,93.45,Pago móvil,Nuevo,WhatsApp,Azuay,0
540,2024-02-19,Cuchara de madera,Cocina,1,4.6,4.6,Transferencia,Nuevo,Tienda física,Pichincha,2
541,2024-12-16,Organizador de escritorio,Hogar,2,15.92,31.84,Pago móvil,Nuevo,Instagram,Guayas,1
542,2024-11-27,Organizador de escritorio,Hogar,4,18.67,74.68,Efectivo,Nuevo,Tienda física,Chimborazo,0
543,2024-02-07,Organizador de escritorio,Hogar,1,12.65,12.65,Efectivo,Nuevo,WhatsApp,Guayas,1
544,2024-05-12,Tabla de cortar,Cocina,2,13.75,27.5,Pago móvil,Frecuente,Facebook Marketplace,Azuay,1
545,2024-07-18,Porta vasos,Hogar,1,9.9,9.9,Efectivo,Nuevo,Tienda física,Azuay,2
546,2024-07-02,Decoración de pared,Decoración,1,10.91,10.91,Efectivo,Frecuente,WhatsApp,Guayas,1
547,2024-07-14,Tabla de cortar,Cocina,4,10.82,43.28,Pago móvil,Nuevo,Facebook Marketplace,Pichincha,1
548,2024-10-06,Decoración de pared,Decoración,4,14.4,57.6,Tarjeta,Nuevo,WhatsApp,Azuay,1
549,2024-10-10,Organizador de escritorio,Hogar,1,16.13,16.13,Transferencia,Nuevo,Tienda física,Tungurahua,1
550,2024-10-07,Decoración de pared,Decoración,5,21.93,109.65,Efectivo,Frecuente,Instagram,Azuay,0
551,2024-04-18,Organizador de escritorio,Hogar,3,18.94,56.82,Pago móvil,Nuevo,Instagram,Pichincha,0
552,2024-04-09,Cuchara de madera,Cocina,3,6.08,18.24,Efectivo,Nuevo,Tienda física,Guayas,2
553,2024-05-28,Porta vasos,Hogar,1,11.8,11.8,Efectivo,Frecuente,Tienda física,Pichincha,1
554,2024-07-01,Organizador de escritorio,Hogar,3,15.39,46.17,Transferencia,Nuevo,Tienda física,Cotopaxi,1
555,2024-06-11,Decoración de pared,Decoración,2,11.4,22.8,Pago móvil,Frecuente,WhatsApp,Guayas,1
556,2024-03-19,Organizador de escritorio,Hogar,5,12.36,61.8,Tarjeta,Frecuente,Facebook Marketplace,Pichincha,1
557,2024-12-30,Tabla de cortar,Cocina,2,11.13,22.26,Pago móvil,Frecuente,WhatsApp,Pichincha,1
558,2024-08-24,Organizador de escritorio,Hogar,4,17.06,68.24,Pago móvil,Frecuente,WhatsApp,Chimborazo,1
559,2024-02-11,Decoración de pared,Decoración,5,12.18,60.9,Tarjeta,Nuevo,Instagram,Cotopaxi,1
560,2024-02-08,Organizador de escritorio,Hogar,1,18.75,18.75,Efectivo,Nuevo,Facebook Marketplace,Guayas,0
561,2024-05-13,Cuchara de madera,Cocina,5,7.53,37.65,Pago móvil,Nuevo,WhatsApp,Chimborazo,2
562,2024-05-28,Cuchara de madera,Cocina,5,7.46,37.3,Transferencia,Frecuente,Tienda física,Chimborazo,2
563,2024-11-10,Bandeja de madera,Hogar,2,18.53,37.06,Transferencia,Nuevo,Facebook Marketplace,Pichincha,0
564,2024-12-03,Cuchara de madera,Cocina,5,5.83,29.15,Transferencia,Frecuente,WhatsApp,Tungurahua,2
565,2024-02-02,Cuchara de madera,Cocina,2,6.81,13.62,Tarjeta,Frecuente,Instagram,Tungurahua,2
566,2024-07-17,Organizador de escritorio,Hogar,3,11.27,33.81,Pago móvil,Frecuente,Tienda física,Tungurahua,1
567,2024-11-20,Organizador de escritorio,Hogar,5,12.56,62.8,Tarjeta,Frecuente,Instagram,Chimborazo,1
568,2024-11-30,Organizador de escritorio,Hogar,5,13.16,65.8,Efectivo,Frecuente,Facebook Marketplace,Pichincha,1
569,2024-09-06,Decoración de pared,Decoración,3,18.12,54.36,Pago móvil,Nuevo,Instagram,Chimborazo,0
570,2024-11-25,Cuchara de madera,Cocina,5,4.15,20.75,Tarjeta,Nuevo,Instagram,Pichincha,2
571,2024-12-04,Cuchara de madera,Cocina,1,4.81,4.81,Transferencia,Frecuente,WhatsApp,Azuay,2
572,2024-09-02,Tabla de cortar,Cocina,4,12.82,51.28,Transferencia,Nuevo,Facebook Marketplace,Tungurahua,1
573,2024-10-30,Cuchara de madera,Cocina,5,3.22,16.1,Transferencia,Nuevo,Tienda física,Guayas,2
574,2024-04-02,Cuchara de madera,Cocina,3,3.28,9.84,Pago móvil,Nuevo,WhatsApp,Tungurahua,2
575,2024-09-03,Cuchara de madera,Cocina,4,5.25,21.0,Transferencia,Nuevo,Facebook Marketplace,Guayas,2
576,2024-11-15,Cuchara de madera,Cocina,2,6.97,13.94,Tarjeta,Nuevo,WhatsApp,Chimborazo,2
577,2024-07-12,Decoración de pared,Decoración,2,21.81,43.62,Pago móvil,Nuevo,Tienda física,Tungurahua,0
578,2024-12-16,Cuchara de madera,Cocina,5,5.61,28.05,Pago móvil,Nuevo,Tienda física,Pichincha,2
579,2024-01-20,Porta vasos,Hogar,5,14.11,70.55,Efectivo,Nuevo,Facebook Marketplace,Azuay,1
580,2024-01-01,Cuchara de madera,Cocina,5,7.51,37.55,Pago móvil,Frecuente,WhatsApp,Tungurahua,2
581,2024-09-03,Organizador de escritorio,Hogar,2,14.83,29.66,Pago móvil,Frecuente,Tienda física,Chimborazo,1
582,2024-02-12,Cuchara de madera,Cocina,2,4.27,8.54,Tarjeta,Frecuente,WhatsApp,Pichincha,2
583,2024-10-22,Tabla de cortar,Cocina,1,15.09,15.09,Efectivo,Nuevo,Facebook Marketplace,Azuay,1
584,2024-07-28,Cuchara de madera,Cocina,3,6.44,19.32,Tarjeta,Nuevo,Instagram,Chimborazo,2
585,2024-10-01,Organizador de escritorio,Hogar,3,15.44,46.32,Pago móvil,Frecuente,WhatsApp,Azuay,1
586,2024-10-09,Porta vasos,Hogar,4,12.79,51.16,Pago móvil,Nuevo,WhatsApp,Guayas,1
587,2024-10-22,Decoración de pared,Decoración,3,19.68,59.04,Tarjeta,Frecuente,Instagram,Azuay,0
588,2024-12-24,Tabla de cortar,Cocina,4,15.48,61.92,Transferencia,Nuevo,Instagram,Guayas,1
589,2024-11-10,Porta vasos,Hogar,5,13.07,65.35,Efectivo,Nuevo,Facebook Marketplace,Azuay,1
590,2024-08-29,Tabla de cortar,Cocina,2,16.04,32.08,Pago móvil,Nuevo,Tienda física,Cotopaxi,1
591,2024-01-20,Cuchara de madera,Cocina,5,4.85,24.25,Pago móvil,Frecuente,WhatsApp,Azuay,2
592,2024-11-23,Decoración de pared,Decoración,2,11.15,22.3,Pago móvil,Frecuente,Tienda física,Pichincha,1
593,2024-05-26,Organizador de escritorio,Hogar,5,19.24,96.2,Transferencia,Nuevo,Instagram,Guayas,0
594,2024-05-02,Cuchara de madera,Cocina,3,6.37,19.11,Efectivo,Nuevo,Tienda física,Cotopaxi,2
595,2024-07-26,Porta vasos,Hogar,4,9.18,36.72,Transferencia,Nuevo,Tienda física,Tungurahua,2
596,2024-10-25,Decoración de pared,Decoración,5,15.69,78.45,Tarjeta,Frecuente,WhatsApp,Pichincha,1
597,2024-07-25,Decoración de pared,Decoración,4,29.26,117.04,Efectivo,Frecuente,Instagram,Chimborazo,0
598,2024-09-14,Decoración de pared,Decoración,1,12.13,12.13,Tarjeta,Frecuente,Tienda física,Guayas,1
599,2024-05-08,Bandeja de madera,Hogar,5,23.39,116.95,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,0
600,2024-12-14,Bandeja de madera,Hogar,4,24.5,98.0,Pago móvil,Nuevo,Facebook Marketplace,Tungurahua,0
601,2024-12-12,Bandeja de madera,Hogar,2,12.88,25.76,Transferencia,Frecuente,Facebook Marketplace,Cotopaxi,1
602,2024-05-07,Decoración de pared,Decoración,3,20.71,62.13,Tarjeta,Nuevo,Facebook Marketplace,Azuay,0
603,2024-10-10,Organizador de escritorio,Hogar,1,18.03,18.03,Transferencia,Frecuente,WhatsApp,Cotopaxi,0
604,2024-04-03,Cuchara de madera,Cocina,3,7.47,22.41,Transferencia,Frecuente,Instagram,Pichincha,2
605,2024-04-15,Organizador de escritorio,Hogar,3,11.66,34.98,Transferencia,Nuevo,Instagram,Guayas,1
606,2024-03-02,Bandeja de madera,Hogar,1,14.03,14.03,Efectivo,Frecuente,Tienda física,Guayas,1
607,2024-11-13,Tabla de cortar,Cocina,3,16.48,49.44,Tarjeta,Frecuente,WhatsApp,Chimborazo,1
608,2024-05-23,Cuchara de madera,Cocina,5,7.92,39.6,Pago móvil,Nuevo,Instagram,Tungurahua,2
609,2024-10-03,Decoración de pared,Decoración,4,25.99,103.96,Efectivo,Frecuente,Facebook Marketplace,Azuay,0
610,2024-12-23,Cuchara de madera,Cocina,1,5.29,5.29,Pago móvil,Frecuente,Tienda física,Tungurahua,2
611,2024-02-21,Organizador de escritorio,Hogar,5,11.32,56.6,Tarjeta,Frecuente,WhatsApp,Pichincha,1
612,2024-08-29,Decoración de pared,Decoración,3,15.26,45.78,Tarjeta,Frecuente,Instagram,Chimborazo,1
613,2024-07-05,Porta vasos,Hogar,3,7.89,23.67,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,2
614,2024-12-17,Decoración de pared,Decoración,5,12.62,63.1,Transferencia,Nuevo,WhatsApp,Pichincha,1
615,2024-04-10,Decoración de pared,Decoración,4,18.64,74.56,Transferencia,Nuevo,Facebook Marketplace,Tungurahua,0
616,2024-11-18,Cuchara de madera,Cocina,2,5.11,10.22,Tarjeta,Frecuente,WhatsApp,Cotopaxi,2
617,2024-07-22,Decoración de pared,Decoración,1,27.17,27.17,Efectivo,Nuevo,Tienda física,Pichincha,0
618,2024-08-18,Bandeja de madera,Hogar,1,18.2,18.2,Tarjeta,Frecuente,WhatsApp,Cotopaxi,0
619,2024-06-25,Decoración de pared,Decoración,3,21.15,63.45,Efectivo,Frecuente,Tienda física,Cotopaxi,0
620,2024-10-22,Organizador de escritorio,Hogar,2,19.59,39.18,Transferencia,Frecuente,WhatsApp,Cotopaxi,0
621,2024-02-10,Organizador de escritorio,Hogar,4,14.61,58.44,Pago móvil,Frecuente,Facebook Marketplace,Azuay,1
622,2024-08-03,Cuchara de madera,Cocina,3,7.34,22.02,Pago móvil,Nuevo,Tienda física,Pichincha,2
623,2024-11-30,Bandeja de madera,Hogar,3,14.97,44.91,Tarjeta,Frecuente,Facebook Marketplace,Cotopaxi,1
624,2024-10-27,Porta vasos,Hogar,3,13.03,39.09,Pago móvil,Frecuente,Instagram,Pichincha,1
625,2024-12-04,Tabla de cortar,Cocina,2,9.25,18.5,Tarjeta,Nuevo,Instagram,Pichincha,2
626,2024-08-30,Porta vasos,Hogar,1,6.93,6.93,Efectivo,Nuevo,Facebook Marketplace,Guayas,2
627,2024-03-20,Tabla de cortar,Cocina,5,9.04,45.2,Efectivo,Frecuente,WhatsApp,Pichincha,2
628,2024-11-16,Cuchara de madera,Cocina,4,6.69,26.76,Transferencia,Nuevo,Instagram,Tungurahua,2
629,2024-08-31,Tabla de cortar,Cocina,3,14.64,43.92,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,1
630,2024-11-01,Organizador de escritorio,Hogar,5,14.93,74.65,Pago móvil,Frecuente,WhatsApp,Cotopaxi,1
631,2024-08-14,Porta vasos,Hogar,1,10.86,10.86,Tarjeta,Frecuente,Facebook Marketplace,Cotopaxi,1
632,2024-09-24,Cuchara de madera,Cocina,1,4.52,4.52,Transferencia,Frecuente,WhatsApp,Chimborazo,2
633,2024-09-01,Decoración de pared,Decoración,4,10.17,40.68,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,2
634,2024-10-07,Decoración de pared,Decoración,1,14.62,14.62,Tarjeta,Nuevo,Facebook Marketplace,Guayas,1
635,2024-11-26,Porta vasos,Hogar,2,9.55,19.1,Pago móvil,Frecuente,Instagram,Cotopaxi,2
636,2024-09-21,Tabla de cortar,Cocina,2,12.22,24.44,Tarjeta,Frecuente,WhatsApp,Chimborazo,1
637,2024-03-10,Cuchara de madera,Cocina,2,7.27,14.54,Tarjeta,Nuevo,Facebook Marketplace,Guayas,2
638,2024-09-08,Porta vasos,Hogar,5,8.45,42.25,Transferencia,Frecuente,Tienda física,Pichincha,2
639,2024-04-05,Tabla de cortar,Cocina,1,17.7,17.7,Efectivo,Frecuente,WhatsApp,Pichincha,0
640,2024-04-29,Organizador de escritorio,Hogar,1,13.82,13.82,Efectivo,Nuevo,Tienda física,Chimborazo,1
641,2024-09-12,Cuchara de madera,Cocina,3,4.71,14.13,Tarjeta,Frecuente,Tienda física,Cotopaxi,2
642,2024-01-29,Tabla de cortar,Cocina,2,16.44,32.88,Tarjeta,Frecuente,Tienda física,Guayas,1
643,2024-07-14,Porta vasos,Hogar,3,7.63,22.89,Efectivo,Nuevo,Instagram,Chimborazo,2
644,2024-04-11,Porta vasos,Hogar,1,8.22,8.22,Pago móvil,Nuevo,Instagram,Chimborazo,2
645,2024-06-14,Porta vasos,Hogar,3,12.13,36.39,Transferencia,Nuevo,Tienda física,Cotopaxi,1
646,2024-07-03,Porta vasos,Hogar,2,11.75,23.5,Efectivo,Nuevo,Tienda física,Pichincha,1
647,2024-03-26,Organizador de escritorio,Hogar,1,13.78,13.78,Tarjeta,Nuevo,Facebook Marketplace,Pichincha,1
648,2024-12-19,Tabla de cortar,Cocina,5,17.69,88.45,Pago móvil,Nuevo,WhatsApp,Tungurahua,0
649,2024-12-17,Cuchara de madera,Cocina,1,3.79,3.79,Tarjeta,Nuevo,Tienda física,Cotopaxi,2
650,2024-02-24,Organizador de escritorio,Hogar,5,10.69,53.45,Transferencia,Frecuente,Instagram,Cotopaxi,1
651,2024-08-12,Decoración de pared,Decoración,3,25.77,77.31,Transferencia,Nuevo,Facebook Marketplace,Cotopaxi,0
652,2024-09-05,Organizador de escritorio,Hogar,1,10.48,10.48,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,1
653,2024-06-14,Decoración de pared,Decoración,3,13.73,41.19,Pago móvil,Frecuente,Instagram,Tungurahua,1
654,2024-05-14,Decoración de pared,Decoración,3,13.1,39.3,Tarjeta,Frecuente,Tienda física,Azuay,1
655,2024-01-10,Decoración de pared,Decoración,2,17.58,35.16,Tarjeta,Nuevo,WhatsApp,Azuay,0
656,2024-07-17,Tabla de cortar,Cocina,5,14.58,72.9,Transferencia,Frecuente,Instagram,Guayas,1
657,2024-02-26,Bandeja de madera,Hogar,3,16.19,48.57,Efectivo,Nuevo,Tienda física,Pichincha,1
658,2024-02-24,Cuchara de madera,Cocina,2,7.37,14.74,Pago móvil,Nuevo,Tienda física,Tungurahua,2
659,2024-12-02,Decoración de pared,Decoración,4,22.84,91.36,Pago móvil,Frecuente,Tienda física,Cotopaxi,0
660,2024-01-07,Cuchara de madera,Cocina,1,6.03,6.03,Transferencia,Frecuente,Tienda física,Chimborazo,2
661,2024-07-31,Organizador de escritorio,Hogar,5,9.67,48.35,Tarjeta,Nuevo,WhatsApp,Guayas,2
662,2024-02-09,Tabla de cortar,Cocina,3,15.34,46.02,Transferencia,Nuevo,Tienda física,Azuay,1
663,2024-04-08,Cuchara de madera,Cocina,2,5.66,11.32,Transferencia,Nuevo,Facebook Marketplace,Azuay,2
664,2024-07-02,Tabla de cortar,Cocina,5,15.66,78.3,Pago móvil,Frecuente,Tienda física,Pichincha,1
665,2024-06-21,Cuchara de madera,Cocina,5,5.75,28.75,Transferencia,Frecuente,WhatsApp,Cotopaxi,2
666,2024-07-09,Decoración de pared,Decoración,3,29.83,89.49,Pago móvil,Frecuente,WhatsApp,Guayas,0
667,2024-07-11,Cuchara de madera,Cocina,2,5.82,11.64,Tarjeta,Frecuente,Facebook Marketplace,Chimborazo,2
668,2024-05-25,Porta vasos,Hogar,1,6.0,6.0,Efectivo,Nuevo,WhatsApp,Tungurahua,2
669,2024-06-10,Bandeja de madera,Hogar,2,24.8,49.6,Efectivo,Frecuente,Instagram,Tungurahua,0
670,2024-03-11,Tabla de cortar,Cocina,2,12.6,25.2,Tarjeta,Frecuente,Instagram,Pichincha,1
671,2024-10-19,Bandeja de madera,Hogar,1,22.54,22.54,Pago móvil,Nuevo,Tienda física,Azuay,0
672,2024-09-06,Bandeja de madera,Hogar,2,22.31,44.62,Efectivo,Frecuente,Tienda física,Azuay,0
673,2024-06-20,Decoración de pared,Decoración,1,17.63,17.63,Tarjeta,Frecuente,Facebook Marketplace,Tungurahua,0
674,2024-01-06,Cuchara de madera,Cocina,5,6.74,33.7,Pago móvil,Nuevo,WhatsApp,Guayas,2
675,2024-03-17,Tabla de cortar,Cocina,5,11.19,55.95,Tarjeta,Nuevo,Instagram,Tungurahua,1
676,2024-08-16,Organizador de escritorio,Hogar,4,17.05,68.2,Efectivo,Nuevo,Facebook Marketplace,Cotopaxi,1
677,2024-02-12,Porta vasos,Hogar,3,7.33,21.99,Pago móvil,Nuevo,Facebook Marketplace,Cotopaxi,2
678,2024-12-23,Tabla de cortar,Cocina,4,11.99,47.96,Transferencia,Nuevo,Facebook Marketplace,Guayas,1
679,2024-04-10,Cuchara de madera,Cocina,5,5.44,27.2,Transferencia,Nuevo,Tienda física,Cotopaxi,2
680,2024-02-15,Porta vasos,Hogar,5,8.91,44.55,Efectivo,Frecuente,Facebook Marketplace,Cotopaxi,2
681,2024-10-31,Bandeja de madera,Hogar,3,14.48,43.44,Efectivo,Frecuente,Instagram,Cotopaxi,1
682,2024-11-15,Decoración de pared,Decoración,4,26.43,105.72,Transferencia,Frecuente,Tienda física,Pichincha,0
683,2024-02-13,Cuchara de madera,Cocina,2,6.43,12.86,Efectivo,Nuevo,Instagram,Guayas,2
684,2024-01-08,Cuchara de madera,Cocina,3,7.34,22.02,Tarjeta,Nuevo,WhatsApp,Chimborazo,2
685,2024-10-02,Porta vasos,Hogar,2,6.2,12.4,Transferencia,Nuevo,WhatsApp,Guayas,2
686,2024-12-21,Porta vasos,Hogar,2,11.61,23.22,Efectivo,Frecuente,Tienda física,Cotopaxi,1
687,2024-12-22,Cuchara de madera,Cocina,2,3.3,6.6,Tarjeta,Nuevo,Facebook Marketplace,Azuay,2
688,2024-12-05,Tabla de cortar,Cocina,3,8.67,26.01,Tarjeta,Nuevo,Tienda física,Cotopaxi,2
689,2024-09-17,Organizador de escritorio,Hogar,4,13.25,53.0,Efectivo,Frecuente,Facebook Marketplace,Guayas,1
